answer_text,word_count,dream_entry_title,date,respondent,survey,"Sex Assigned at Birth","Typical Dreams: Falling","Age Range",Age,"ZIP Code","Income Tier","Income (values)",Race/Ethnicity,"Education Level","Education Level (values)","Race/Ethnicity (values)",Region,"College Degree","Race Recode","Political Ideology","Political Ideology 2","Religious Affiliation A","Born Again Christian","Marital status","Marital Status A",<none>,"Coffee drinkers at home","<BR>Do you or anyone in your household brew any of the coffee consumed at home on a Keurig single brew (k-cup) machine?","Religious Worship A","Tea Party Views","Passport Ownership","US State of Residence",ID,"Political Party x Race/Ethnicity","Marital Status & Gender",TIME,Total,"Would you be interested in speaking with a reporter about the results of this survey?","More Spiritual Than Religious","Insomnia Nights Per Week A",Likelihood,"Ideology Recoded","Typical Dreams: Flying",DATE1,DATE2,Generation,"Earliest Remembered Dream: Recurrent","2008 President","Hours of sleep per night","Typical Dreams: Sexual","Parent of a young child","Would you be interested in participating in an interactive online focus group in the future?","Sexual Dreams Before Waking Sexual Activity","Typical Dreams: Just Like Waking Life","Typical Dreams: Awareness","Typical Dreams: Control","Most Recent Dream: Recurrent","Worst Nightmare: Recurrent",Registered,"2008 Presidential Vote","Political Party","Dream Recall","2008 results","Nightmare Recall",Party,"Talking About Dreams","Typical Dreams: Visitation","Typical Dreams: Being Chased or Attacked","Race/Ethnicity D"
"I was at one of my uncle's houses. An uncle my mom never let me meet in real life because he is a VERY bad man. He was a butcher in the dream and lived with his boss. One night I saw him stealing money from his boss' safe. He knew I saw him and threatened to kill me if I told. I told. The next day (we spent the night there) my family and I getting into the van outside to leave and I was the last one from the house. My uncle called my name, I turned around and he threw a knife through my hand, pinning it to the wall and I woke myself up screaming.",119,"Dream Text: Worst Nightmare",2010-08-03T05:12:00+00:00,zogby_052110:4009,"2010 Demographic Survey",Female,Yes,25-34,18-29,55427,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Prog,2,Other/None,,Married,Married,27.00,Yes,No,Never,"Not Important",No/NS,Minnesota,"1,139,562","White Dem","Married Female","69,677",Total,Yes,Yes,0,"Very likely",Liberal,No,21,21,"First Globals",,Obama,8,Yes,No,,Yes,Yes,Yes,"Not sure",No,No,Yes,Obama,Democratic,"Several times a week",Obama,"Less than once a month",Democratic,"About once a week",Yes,Yes,No/NS
"Kidnapped by Taliban, shoot at and fought with them. This happened in a suburban american neighbrhood.",16,"Dream Text: Worst Nightmare",2010-08-03T05:12:03+00:00,zogby_052110:5873,"2010 Demographic Survey",Male,Yes,25-34,18-29,97013,"Low-middle income",$35-50K,Other,"Some College",SomeCol,Other,West,"No College Degree",0,Mod,3,Other/None,,Single,"Single, never married",25.00,Yes,Yes,Never,"Not Important",Yes,Oregon,"1,149,256",Other,"Other Male","70,213",Total,Yes,Yes,2,"Very likely",Moderate,Yes,21,21,"First Globals",,Obama,6.5,Yes,No,,Yes,Yes,Yes,No,,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"Less often than once a month",Obama,"Two or three times a month",Independent,"Less than once a month",No,Yes,No/NS
"Nightmare - The Democrats didn't lose Congress and Barrack Obama was still president, still hated this country and was still against the American people.",23,"Dream Text: Worst Nightmare",2010-08-03T05:11:56+00:00,zogby_052110:1942,"2010 Demographic Survey",Male,No,25-34,18-29,63351,"High income",$100+,Other,"College Degree",Col+,Other,Midwest,"College Degree+",0,VCons,"Extremely conservative",Protestant,Yes,Married,Married,29.00,No,No,Weekly+,"Very important",Yes,Missouri,"825,961",Other,"Married Male","71,156",Total,No,Yes,7,"Very likely",Conservative,No,21,21,"First Globals",,McCain,6,Yes,No,,"Not sure",No,Yes,Yes,Yes,Yes,Yes,McCain,Republican,"Several times a week",McCain,"Almost every morning",Republican,"About once a week",No,No,No/NS
"I have a recurring nightmare which I have not had in a while. I am in a car, but I am not the one driving. We are on a highway that begins to curve into a ramp. The car does not follow the curve and goes over the ramp and plunges below. I always wake up before I reach bottom.",60,"Dream Text: Worst Nightmare",2010-08-03T05:12:13+00:00,zogby_052110:10776,"2010 Demographic Survey",Female,Yes,50-64,45-64,33155,"High income",$100+,"Hispanic or Latino","College Degree",Col+,Hisp,South,"College Degree+",2,Cons,6,Catholic,,Married,Married,54.00,Yes,No,Weekly,"Not Important",No/NS,Florida,"989,489","Hisp Rep","Married Female","71,655",Total,Yes,No,7,"Very likely",Conservative,Yes,21,21,Woodstockers,,McCain,7,Yes,No,,No,Yes,Yes,Yes,,Yes,Yes,McCain,Republican,"Almost every morning or more often",McCain,"Almost every morning",Republican,"Two or three times a month",Yes,Yes,Yes
"Not a specific nightmare but a recurring theme in sleep-paralysis dreams that I have is that of someone in the room with me coming toward me and I cannot move or speak. I try to scream at them, and sometimes I end up screaming in real-life.",48,"Dream Text: Worst Nightmare",2010-08-03T05:12:13+00:00,zogby_052110:10713,"2010 Demographic Survey",Male,No,35-49,30-44,94530,"High income",$100+,"Hispanic or Latino","College Degree",Col+,Hisp,West,"College Degree+",2,Lib,2,Other/None,,Married,Married,36.00,Yes,No,Rarely,"Not Important",Yes,California,"331,972","Hisp ind","Married Male","71,434",Total,Yes,"NS/not religious or spiritual",0,"Very likely",Liberal,No,21,21,Nikes,No,Obama,6.5,Yes,No,,Yes,Yes,Yes,Yes,,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Several times a week",Obama,"Two or three times a month",Independent,"Less than once a month","Not sure",Yes,Yes
"I was out in a rural area, with very scrubby vegetation and hard dirt, and houses and other buildings scattered throughout on dirt roads. There was a lake or pond with more buildings surrounding it, like a tiny town. My father was there also, in a nightclub in an old barn (with a disco floor as I recall!). Suddenly we looked up into the sky to see an overwhelming number of alien spaceships literally covering the sky. We knew we were going to die, that they had taken over the Earth and would kill all humans. Suddenly some sort of ray shot down and felled my father. We were carrying him off, and he was limp in our arms. The situation was hopeless.",123,"Dream Text: Worst Nightmare",2010-08-03T05:12:12+00:00,zogby_052110:10210,"2010 Demographic Survey",Female,Yes,50-64,45-64,13206,"High income",$100+,"Hispanic or Latino","College Degree",Col+,Hisp,Northeast,"College Degree+",2,Prog,"Extremely liberal",Catholic,,Married,Married,52.00,Yes,No,Weekly,"Not Important",No/NS,"New York","1,158,077","Hisp Dem","Married Female","72,012",Total,Yes,Yes,2,"Very likely",Liberal,Yes,21,21,Woodstockers,No,Obama,6,Yes,No,,No,Yes,Yes,Yes,No,Yes,Yes,Obama,Democratic,"1 to 3 times a month",Obama,"Less than once a month",Democratic,"Several times a week",Yes,Yes,Yes
"Being sent to a concentration camp for not eating my vegetables.",11,"Dream Text: Worst Nightmare",2010-08-03T05:11:57+00:00,zogby_052110:2528,"2010 Demographic Survey",Female,Yes,25-34,18-29,20010,"Low income",$25-35K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Prog,3,Catholic,,Single,"Single, never married",26.00,Yes,No,1-2/Mo,"Not Important",Yes,"Washington DC","815,551","White Dem","Other Female","74,169",Total,No,Yes,0,"Very likely",Liberal,Yes,21,21,"First Globals",Yes,Obama,7,No,No,,,Yes,"Not sure",Yes,,No,Yes,Obama,Democratic,"Less often than once a month",Obama,"Less than once a month",Democratic,"Less than once a month",No,Yes,No/NS
"I don't have details but my arm had a terrible disease which made the skin disappear and made it look the the crystals on a stone, in golds and browns, in large size bumps in a pattern. I had the disease a while but I just noticed it.",48,"Dream Text: Worst Nightmare",2010-08-03T05:12:14+00:00,zogby_052110:11233,"2010 Demographic Survey",Female,No,50-64,45-64,49525,,,Other,"College Degree",Col+,Other,Midwest,"College Degree+",5,Prog,2,Other/None,,Single,"Single, never married",50.00,Yes,No,Rarely,"Not Important",Yes,Michigan,"986,477",Other,"Other Female","72,833",Total,Yes,Yes,3,"Very likely",Liberal,Yes,21,21,Woodstockers,,Obama,7,Yes,No,,"Not sure","Not sure",Yes,No,Yes,No,Yes,Obama,Democratic,"Once a week",Obama,"Less than once a month",Democratic,"Two or three times a month",Yes,"Not sure",No/NS
"I dreamt that I killed a former girlfriend/boss",9,"Dream Text: Worst Nightmare",2010-08-03T05:12:09+00:00,zogby_052110:9277,"2010 Demographic Survey",Female,Yes,50-64,45-64,93101,"Middle income",$50-75K,"Hispanic or Latino","Some College",SomeCol,Hisp,West,"No College Degree",2,Prog,"Extremely liberal",Other/None,,Married,Married,60.00,Yes,No,Never,"Very important",Yes,California,"1,195,033","Hisp Dem","Married Female","72,659",Total,No,Yes,3,"Very likely",Liberal,Yes,21,21,Woodstockers,No,Obama,6.5,Yes,No,,Yes,Yes,"Not sure",No,,No,Yes,Obama,Democratic,"1 to 3 times a month",Obama,"Less than once a month",Democratic,"Less than once a month",Yes,Yes,Yes
"About being almost killed because of war",7,"Dream Text: Worst Nightmare",2010-08-03T05:12:14+00:00,zogby_052110:10970,"2010 Demographic Survey",Male,Yes,65+,65+,85749,"Low income",$25-35K,Asian,"College Degree",Col+,Asian,West,"College Degree+",4,VCons,"Extremely conservative",Protestant,No/NS,Single,"Single, never married",71.00,Yes,No,1-2/Mo,"Somewhat important",Yes,Arizona,"84,333",Other,"Other Male","74,264",Total,No,No,0,"Very likely",Conservative,No,21,21,Privates,"Not sure",McCain,8,Yes,No,,Yes,No,No,No,,"Not sure",Yes,McCain,Republican,Never,McCain,Never,Republican,Never,No,Yes,No/NS
"being assulted by intruder",4,"Dream Text: Worst Nightmare",2010-08-03T05:12:10+00:00,zogby_052110:9504,"2010 Demographic Survey",Male,No,50-64,45-64,30102,"High income",$100+,"Hispanic or Latino","College Degree",Col+,Hisp,West,"College Degree+",2,Cons,8,Protestant,No/NS,Married,Married,58.00,Yes,No,Rarely,"Somewhat important",No/NS,California,"899,144","Hisp Rep","Married Male","74,361",Total,No,No,1,"Very likely",Conservative,Yes,21,21,Woodstockers,No,McCain,7,No,No,,,Yes,No,Yes,No,No,Yes,McCain,Republican,"Several times a week",McCain,"Less than once a month",Republican,"Less than once a month","Not sure",No,Yes
"When I was a child, I watched an old science finction move on television late one night...Attack of the Crab Monsters. During my nightmare giant crab monsters were chasing me through my neighborhood until they had me cornered. With no way to escape, I forced myself to wake up before they got to me.",55,"Dream Text: Worst Nightmare",2010-08-03T05:12:14+00:00,zogby_052110:11410,"2010 Demographic Survey",Male,Yes,50-64,45-64,70461,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,South,"College Degree+",1,Mod,5,Other/None,,Married,Married,52.00,Yes,No,Rarely,"Not Important",Yes,Louisiana,"1,013,825","White Ind","Married Male","74,569",Total,Yes,Yes,0,"Very likely",Moderate,Yes,21,21,Woodstockers,No,Obama,6.5,Yes,No,,"Not sure",Yes,Yes,Yes,,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"Less often than once a month",Obama,"Less than once a month",Independent,"Less than once a month",No,Yes,No/NS
"Sarah Palin was elected president...",5,"Dream Text: Worst Nightmare",2010-08-03T05:11:56+00:00,zogby_052110:1944,"2010 Demographic Survey",Male,Yes,18-24,18-29,84106,"Low income",$25-35K,White,"College Degree",Col+,White,West,"College Degree+",1,Prog,2,Other/None,,D/W/S,Divorced/separated,23.00,Yes,No,Rarely,"Somewhat important",Yes,Utah,"1,109,249","White Ind","Other Male","74,582",Total,Yes,Yes,6,"Very likely",Liberal,Yes,21,21,"First Globals",,Other,6,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Barr,Independent/unenrolled/Unaffiliated,"Once a week",Other,"Less than once a month",Independent,"Less than once a month",Yes,Yes,No/NS
"See the childhood dream story - I thought it was really scary since I had it as a child.",18,"Dream Text: Worst Nightmare",2010-08-03T05:11:57+00:00,zogby_052110:2785,"2010 Demographic Survey",Male,Yes,18-24,18-29,76177,"Low income",$25-35K,White,"College Degree",Col+,White,South,"College Degree+",1,Libert,7,Protestant,No/NS,Single,"Single, never married",23.00,No,No,Weekly+,"Somewhat important",No/NS,Texas,"1,179,736","White Ind","Other Male","73,801",Total,"Not sure",No,1,"Very likely",Libert,No,21,21,"First Globals",No,McCain,7.5,Yes,No,,No,Yes,Yes,No,No,No,Yes,McCain,Libertarian,"Once a week",McCain,"Less than once a month",Independent,Never,Yes,No,No/NS
"Turning physically away from that vignette of mom in a very recent dream. In effect, as this is churning up from memory, the sense is that she may have wanted to talk or say something, but I turned too fast to listen, and the shame (both in the dream and immediately after waking) was not pleasant, let me tell you. I think, btw, this dream was 4-6 months after she passed away. Ugh! Thank gosh I had (generated) the sequel dream where I think I was able to patch up the dream better.",94,"Dream Text: Worst Nightmare",2010-08-03T05:12:13+00:00,zogby_052110:10936,"2010 Demographic Survey",Male,Yes,35-49,45-64,60706,"Low-middle income",$35-50K,"Hispanic or Latino","College Degree",Col+,Hisp,Midwest,"College Degree+",2,Prog,"Extremely liberal",Other/None,,"Civil union","Civil Union/domestic partnership",49.00,Yes,No,Never,"Not Important",Yes,Illinois,"68,180","Hisp Dem","Other Male","75,790",Total,Yes,Yes,0,"Very likely",Liberal,Yes,21,21,Woodstockers,No,Obama,7,Yes,No,,"Not sure",Yes,Yes,Yes,Yes,No,Yes,Obama,Democratic,"Several times a week",Obama,"About once a week",Democratic,"Less than once a month",Yes,Yes,Yes
"My father passed away. The night of his funeral I dreamt I saw coffin wheel indentations leading out the door. When I looked back he was standing their, but with scary eyes like a cat and ill tempered.",38,"Dream Text: Worst Nightmare",2010-08-03T05:12:00+00:00,zogby_052110:3918,"2010 Demographic Survey",Male,Yes,25-34,18-29,16901,"Low income","< $25K",White,"College Degree",Col+,White,Northeast,"College Degree+",1,Prog,"Extremely liberal",Other/None,,Single,"Single, never married",26.00,Yes,No,Rarely,"Not Important",No/NS,Pennsylvania,"1,169,254","White Ind","Other Male","75,502",Total,"Not sure",Yes,0,"Very likely",Liberal,"Not sure",21,21,"First Globals",,Other,6.5,Yes,No,,"Not sure",Yes,Yes,No,No,No,Yes,Nader,Independent/unenrolled/Unaffiliated,"Once a week",Nader,"Less than once a month",Independent,"Less than once a month",Yes,Yes,No/NS
"Obamacare showed its true colors of sky rocketing taxes and dwindling service after the 2012 elections.",16,"Dream Text: Worst Nightmare",2010-08-03T05:12:15+00:00,zogby_052110:11536,"2010 Demographic Survey",Male,No,25-34,30-44,95125,"Upper-middle income",$75-100K,Other,"College Degree",Col+,Other,West,"College Degree+",0,VCons,"Extremely conservative",Protestant,Yes,Married,Married,32.00,Yes,No,Weekly+,"Very important",Yes,California,"1,146,733",Other,"Married Male","76,258",Total,Yes,No,0,"Very likely",Conservative,No,21,21,Nikes,,McCain,8,No,Yes,Yes,,No,Yes,"Not sure",Yes,Yes,Yes,McCain,Republican,"1 to 3 times a month",McCain,"Less than once a month",Republican,"Less than once a month",No,Yes,
"my chil was dead",4,"Dream Text: Worst Nightmare",2010-08-03T05:12:14+00:00,zogby_052110:11210,"2010 Demographic Survey",Female,"Not sure",35-49,45-64,32609,"Low income","< $25K","Black or African American","High School Degree",HSGrad,AfrAmer,South,"No College Degree",3,Mod,5,Other/None,,D/W/S,Widowed,46.00,No,No,1-2/Mo,"Not Important",No/NS,Florida,"1,156,584","AA Dem","Other Female","76,665",Total,Yes,"NS/not religious or spiritual",3,"Very likely",Moderate,No,21,21,Woodstockers,No,Obama,6,Yes,No,,"Not sure",No,Yes,No,,No,Yes,Obama,Democratic,"Less often than once a month",Obama,"Less than once a month",Democratic,"Less than once a month",Yes,No,No/NS
"fighting a monster trying to destroy my house and family",10,"Dream Text: Worst Nightmare",2010-08-03T05:12:18+00:00,zogby_052110:12958,"2010 Demographic Survey",Female,Yes,35-49,45-64,43215,"High income",$100+,"Black or African American","College Degree",Col+,AfrAmer,Midwest,"College Degree+",3,Lib,4,Protestant,No/NS,Married,Married,48.00,Yes,No,1-2/Mo,"Not Important",No/NS,Ohio,"1,144,872","AA Dem","Married Female","77,317",Total,No,No,2,"Very likely",Liberal,No,21,21,Woodstockers,,Obama,7,No,No,,,No,No,No,Yes,Yes,Yes,Obama,Democratic,"1 to 3 times a month",Obama,"Less than once a month",Democratic,"Two or three times a month",No,Yes,No/NS
"Can not remember",3,"Dream Text: Worst Nightmare",2010-08-03T05:12:19+00:00,zogby_052110:13026,"2010 Demographic Survey",Female,"Not sure",35-49,45-64,33161,"High income",$100+,"Black or African American","College Degree",Col+,AfrAmer,South,"College Degree+",3,Cons,6,Protestant,Yes,Married,Married,47.00,Yes,No,Rarely,"Not Important",Yes,Florida,"1,043,404","AA Dem","Married Female","77,692",Total,No,Yes,3,"Very likely",Conservative,No,21,21,Woodstockers,,Obama,7,No,No,,,No,Yes,Yes,,No,Yes,Obama,Democratic,"Once a week",Obama,"Not sure",Democratic,"Not sure",No,"Not sure",No/NS
"being chased a gaint",4,"Dream Text: Worst Nightmare",2010-08-03T05:12:20+00:00,zogby_052110:13492,"2010 Demographic Survey",Male,"Not sure",50-64,45-64,44023,"High income",$100+,Asian,"Some College",SomeCol,Asian,Midwest,"No College Degree",4,Mod,6,Other/None,,Married,Married,57.00,Yes,No,1-2/Mo,"Not Important",Yes,Ohio,"1,056,673",Other,"Married Male","78,395",Total,Yes,Yes,1,"Very likely",Moderate,Yes,21,21,Woodstockers,Yes,Obama,7,No,Yes,Yes,,Yes,No,No,Yes,Yes,Yes,Obama,Democratic,"Less often than once a month",Obama,"Less than once a month",Democratic,"Less than once a month","Not sure",Yes,No/NS
"My girlfriend was shot and about to die before I woke up.",12,"Dream Text: Worst Nightmare",2010-08-03T05:12:08+00:00,zogby_052110:8675,"2010 Demographic Survey",Male,Yes,18-24,18-29,17601,"High income",$100+,White,"High School Degree",HSGrad,White,Northeast,"No College Degree",1,Cons,7,Protestant,No/NS,Single,"Single, never married",18.00,Yes,No,1-2/Mo,"Somewhat important",Yes,Pennsylvania,"1,174,835","White Rep","Other Male","79,045",Total,Yes,Yes,2,"Somewhat likely",Conservative,No,21,21,"First Globals",Yes,Other,8,Yes,No,,Yes,Yes,Yes,Yes,No,No,No,"Did not vote",Republican,"1 to 3 times a month",Other,"Less than once a month",Republican,"About once a week",No,Yes,No/NS
